time,MAC,packet
2024-04-26 06:18:01.120071,08:f8:bc:5d:89:0e,"Ether / IP / UDP / DNS Qry ""b'{""nm"":""LN Redmi"",""as"":""[8194]"",""ip"":""107""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.120071,10:51:07:88:6a:80,Ether / IP / UDP 100.64.130.127:62773 > 239.255.255.250:3702 / Raw
2024-04-26 06:18:01.120072,08:f8:bc:5d:89:0e,"Ether / IP / UDP / DNS Qry ""b'{""nm"":""LN Redmi"",""as"":""[8194]"",""ip"":""107""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.120072,9c:28:f7:8b:de:94,"Ether / IP / UDP / DNS Qry ""b'_13F419EA._sub._googlecast._tcp.local.'"" "
2024-04-26 06:18:01.120072,10:51:07:88:6a:80,"Ether / IP / UDP / DNS Qry ""b'_microsoft_mcc._tcp.local.'"" "
2024-04-26 06:18:01.120072,a6:04:90:52:97:80,"Ether / IPv6 / UDP / DNS Qry ""b'_spotify-social-listening._tcp.local.'"" "
2024-04-26 06:18:01.120179,08:f8:bc:5d:89:0e,"Ether / IPv6 / UDP / DNS Qry ""b'{""nm"":""LN Redmi"",""as"":""[8194]"",""ip"":""107""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.120180,62:4d:43:43:92:89,Ether / fe80::1837:d8f6:be32:ec0b > ff02::16 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport2
2024-04-26 06:18:01.120180,10:51:07:88:6a:80,Ether / IPv6 / UDP fe80::c0d7:3fa8:fd8a:56db:62774 > ff02::c:3702 / Raw
2024-04-26 06:18:01.120180,08:f8:bc:5d:89:0e,"Ether / IPv6 / UDP / DNS Qry ""b'{""nm"":""LN Redmi"",""as"":""[8194]"",""ip"":""107""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.120180,10:51:07:88:6a:80,"Ether / IPv6 / UDP / DNS Qry ""b'_microsoft_mcc._tcp.local.'"" "
2024-04-26 06:18:01.120180,7e:b4:d2:17:13:23,"Ether / IPv6 / UDP / DNS Ans ""[b'rpBA=CA:F4:92:8B:E0:F9', b'rpVr=430.3', b'rpAD=88270304ce8e']"" "
2024-04-26 06:18:01.157194,e8:5a:8b:eb:46:9b,Ether / IP / UDP / DNS Ans 
2024-04-26 06:18:01.157963,e8:5a:8b:eb:46:9b,Ether / IPv6 / UDP / DNS Ans 
2024-04-26 06:18:01.163589,00:c2:c6:1f:80:dd,Ether / IP / UDP 100.64.132.253:54313 > 239.255.255.250:1900 / Raw
2024-04-26 06:18:01.196616,4c:1d:96:39:de:83,Ether / IP / UDP 100.64.132.100:54915 > 100.64.135.255:54915 / Raw
2024-04-26 06:18:01.198256,9c:28:f7:8b:de:94,"Ether / IP / UDP / DNS Qry ""b'{""nm"":""Redmi Note 8 Pro"",""as"":""[8193, 8194]"",""ip"":""231""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.198257,9c:28:f7:8b:de:94,"Ether / IPv6 / UDP / DNS Qry ""b'{""nm"":""Redmi Note 8 Pro"",""as"":""[8193, 8194]"",""ip"":""231""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.228302,e8:5a:8b:eb:46:9b,Ether / IP / UDP / DNS Ans 
2024-04-26 06:18:01.229698,e8:5a:8b:eb:46:9b,Ether / IPv6 / UDP / DNS Ans 
2024-04-26 06:18:01.317342,10:51:07:88:6a:80,Ether / IPv6 / UDP fe80::c0d7:3fa8:fd8a:56db:62774 > ff02::c:3702 / Raw
2024-04-26 06:18:01.413818,b2:3c:85:89:04:f2,Ether / fe80::7a:2f01:5609:f372 > ff02::16 (0) / IPv6ExtHdrHopByHop / ICMPv6MLReport2
2024-04-26 06:18:01.419628,b2:3c:85:89:04:f2,"Ether / IP / UDP / DNS Qry ""b'iPhone (29)._rdlink._tcp.local.'"" "
2024-04-26 06:18:01.426307,b2:3c:85:89:04:f2,"Ether / IPv6 / UDP / DNS Qry ""b'iPhone (29)._rdlink._tcp.local.'"" "
2024-04-26 06:18:01.426308,10:51:07:88:6a:80,Ether / IP / UDP 100.64.130.127:netbios_ns > 100.64.135.255:netbios_ns / NBNSHeader / NBNSRegistrationRequest
2024-04-26 06:18:01.426308,10:51:07:88:6a:80,Ether / IP / UDP 100.64.130.127:59453 > 239.255.255.250:1900 / Raw
2024-04-26 06:18:01.426308,10:51:07:88:6a:80,Ether / IP / UDP 100.64.130.127:62773 > 239.255.255.250:3702 / Raw
2024-04-26 06:18:01.426308,10:51:07:88:6a:80,Ether / IP / UDP 100.64.130.127:netbios_ns > 100.64.135.255:netbios_ns / NBNSHeader / NBNSRegistrationRequest
2024-04-26 06:18:01.426308,10:51:07:88:6a:80,Ether / IP / UDP 100.64.130.127:netbios_ns > 100.64.135.255:netbios_ns / NBNSHeader / NBNSRegistrationRequest
2024-04-26 06:18:01.426308,a0:a8:cd:3b:99:c6,"Ether / IP / UDP / DNS Qry ""b'_ni-rt._tcp.local.'"" "
2024-04-26 06:18:01.426309,bc:a8:a6:ce:ca:e8,Ether / IP / UDP 100.64.131.174:57024 > 239.255.255.250:1900 / Raw
2024-04-26 06:18:01.426437,60:67:20:c5:70:60,"Ether / IP / UDP / DNS Qry ""b'PC-SD1120-09 Web-based Configuration._http._tcp.local.'"" "
2024-04-26 06:18:01.516459,10:51:07:88:6a:80,"Ether / IP / UDP / DNS Qry ""b'_spotify-connect._tcp.local.'"" "
2024-04-26 06:18:01.521498,10:51:07:88:6a:80,"Ether / IPv6 / UDP / DNS Qry ""b'_spotify-connect._tcp.local.'"" "
2024-04-26 06:18:01.521499,10:51:07:88:6a:80,"Ether / IPv6 / UDP / DNS Qry ""b'_spotify-connect._tcp.local.'"" "
2024-04-26 06:18:01.521499,10:51:07:88:6a:80,"Ether / IPv6 / UDP / DNS Qry ""b'_spotify-connect._tcp.local.'"" "
2024-04-26 06:18:01.521499,9c:28:f7:8b:de:94,"Ether / IPv6 / UDP / DNS Qry ""b'{""nm"":""Redmi Note 8 Pro"",""as"":""[8193, 8194]"",""ip"":""231""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.521499,5a:e7:7d:20:36:5e,Ether / IP / UDP 100.64.133.99:53020 > 239.255.255.250:1900 / Raw
2024-04-26 06:18:01.521499,9c:28:f7:8b:de:94,"Ether / IP / UDP / DNS Qry ""b'{""nm"":""Redmi Note 8 Pro"",""as"":""[8193, 8194]"",""ip"":""231""}._mi-connect._udp.local.'"" "
2024-04-26 06:18:01.619417,14:13:33:ae:82:61,"Ether / IP / UDP / DNS Qry ""b'_kdim._tcp.local.'"" "
2024-04-26 06:18:01.619576,86:a9:27:48:eb:52,"Ether / IP / UDP / DNS Qry ""b'_2728E997._sub._googlecast._tcp.local.'"" "
2024-04-26 06:18:01.625190,bc:6e:e2:b7:66:be,"Ether / IP / UDP / DNS Qry ""b'AR-UX582ZW.local.'"" "
